copy_id,driver1_lap_04,driver2_lap_04,driver3_lap_04,driver4_lap_04,driver5_lap_04,driver6_lap_04,driver7_lap_04,driver8_lap_04,driver9_lap_04,driver10_lap_04,driver11_lap_04,driver12_lap_04,driver13_lap_04,driver14_lap_04,driver15_lap_04,driver16_lap_04,driver17_lap_04,driver18_lap_04,driver19_lap_04,driver20_lap_04,driver21_lap_04,driver22_lap_04,driver23_lap_04,driver24_lap_04
1001_1,15,13,0,8,0,14,11,0,10,9,16,0,3,1,17,0,5,7,0,6,2,0,12,4
1002_1,3,18,0,7,0,10,14,0,11,4,12,13,5,1,15,9,19,16,0,17,2,0,8,6
1003_1,3,14,0,18,0,9,17,0,16,4,7,13,8,5,11,19,15,6,0,2,1,0,12,10
1004_1,8,11,0,7,0,17,18,0,19,1,9,20,10,4,14,5,6,13,16,3,2,0,15,12
1005_1,3,18,0,9,0,14,19,0,7,2,8,12,6,5,15,11,20,10,17,4,1,0,16,13
1006_1,14,6,0,16,0,1,18,0,17,15,3,12,9,11,4,0,7,10,0,5,2,0,13,8
1007_1,7,1,0,12,0,6,19,0,18,13,3,9,8,4,11,15,10,5,0,16,2,0,17,14
1009_1,11,9,0,15,0,14,8,0,19,16,6,5,7,4,10,18,12,2,0,3,1,0,13,17
100_1,4,2,0,13,0,12,15,0,14,3,5,19,10,1,6,20,16,9,11,8,17,0,18,7
1011_1,5,14,0,15,0,8,19,0,2,4,10,12,20,17,9,16,6,7,13,1,3,0,11,18
1012_1,5,14,0,15,0,10,13,0,3,2,8,20,11,18,9,17,12,7,16,4,1,0,6,19
1013_1,5,10,0,15,0,17,9,0,8,1,4,6,16,20,14,19,13,11,12,3,2,0,18,7
1014_1,3,9,0,15,0,19,14,0,5,2,13,16,7,18,17,20,8,12,10,4,1,0,6,11
1016_1,9,10,0,12,0,14,13,0,3,7,11,8,16,18,6,15,17,4,20,1,2,0,5,19
1017_1,4,18,0,9,0,11,15,0,3,2,13,6,17,19,12,20,14,10,16,7,1,0,8,5
1018_1,7,19,0,9,0,4,13,0,1,2,10,6,16,20,12,18,11,14,17,5,3,0,8,15
1019_1,4,15,0,16,0,12,14,0,3,1,13,7,19,18,9,17,20,8,10,5,2,0,6,11
101_1,1,20,0,8,0,3,11,0,17,10,4,14,15,2,5,19,13,7,18,9,16,0,12,6
1020_1,13,4,0,18,0,11,16,0,8,2,17,9,15,10,7,14,19,3,0,12,1,0,6,5
1021_1,1,15,0,18,0,8,17,0,3,5,12,7,10,20,11,14,16,19,13,4,2,0,9,6
1023_1,20,12,0,9,0,19,7,0,1,3,15,18,17,14,5,16,10,6,11,4,2,0,13,8
1024_1,4,12,0,8,0,11,13,0,1,5,15,7,16,17,18,19,9,14,6,3,2,0,10,20
1026_1,17,16,0,11,0,15,7,0,20,1,10,8,13,19,9,18,12,14,5,2,3,0,6,4
1027_1,7,9,0,15,0,16,14,0,1,8,11,6,20,18,13,19,17,12,3,2,4,0,10,5
1028_1,2,13,0,15,0,11,16,0,4,1,17,5,14,18,12,19,10,6,20,7,3,0,8,9
1029_1,1,18,0,11,0,7,13,0,9,4,16,12,8,19,17,20,10,14,5,3,2,0,6,15
102_1,1,2,0,18,0,3,14,0,15,5,6,16,17,7,11,19,9,12,20,8,13,0,10,4
1030_1,3,16,0,12,0,15,13,0,2,14,11,6,17,18,9,19,10,8,5,4,1,0,20,7
1031_1,16,8,0,12,0,17,14,0,5,15,1,19,6,10,11,3,2,13,20,18,4,0,7,9
1032_1,10,6,0,19,0,17,8,0,18,2,11,5,7,16,4,15,3,12,0,13,1,0,9,14
1034_1,13,8,0,7,0,16,4,0,12,5,14,18,6,10,2,0,9,3,0,15,1,0,17,11
1036_1,16,7,0,8,0,15,19,0,10,12,4,18,5,11,13,6,2,14,20,17,1,0,9,3
1037_1,7,5,0,10,0,15,8,0,17,12,2,6,9,13,4,19,3,16,0,18,1,0,11,14
1038_1,9,2,0,10,0,12,15,0,3,11,6,18,4,17,5,14,7,20,19,16,1,0,13,8
1039_1,5,10,0,8,0,17,3,0,4,9,1,13,7,18,6,0,15,12,0,16,2,0,11,14
103_1,9,6,0,13,0,2,8,0,0,16,11,0,3,5,1,0,4,7,0,15,14,0,12,10
1040_1,12,4,0,18,0,15,8,0,17,11,2,14,6,13,5,0,3,9,0,10,1,0,16,7
1041_1,10,3,0,14,0,19,11,0,7,13,5,16,17,12,8,6,15,1,18,20,2,0,4,9
1042_1,12,1,0,9,0,6,14,0,4,19,2,13,20,16,7,11,5,18,17,15,3,0,8,10
1043_1,12,10,0,5,0,16,14,0,9,8,1,13,11,15,4,7,2,19,18,17,3,0,6,20
1045_1,17,7,0,6,0,13,8,0,4,2,18,14,9,16,5,0,11,12,0,3,1,0,15,10
1046_1,7,14,0,12,0,9,1,0,16,8,5,15,2,18,11,0,6,3,0,4,17,0,13,10
1047_1,8,10,0,13,0,14,9,0,16,1,18,5,11,12,2,20,6,7,19,17,3,0,4,15
104_1,14,1,0,15,0,2,9,0,16,3,8,11,7,5,13,18,12,10,0,6,19,0,17,4
1052_1,10,8,0,5,0,7,3,0,17,9,4,16,15,11,6,19,12,1,0,13,2,0,14,18
1053_1,13,7,0,9,0,15,3,0,14,8,10,16,4,12,5,19,17,1,0,18,2,0,11,6
1055_1,15,11,0,9,0,10,3,0,19,8,4,17,6,14,5,20,7,1,16,12,2,0,18,13
1056_1,9,11,0,15,0,14,4,0,17,3,2,19,8,12,13,18,10,1,0,7,6,0,16,5
1057_1,5,18,0,19,0,7,11,0,8,6,10,17,4,14,12,16,13,3,0,9,1,0,15,2
1059_1,13,15,0,10,0,8,7,0,17,5,3,16,4,14,9,19,12,2,20,11,1,0,18,6
1062_1,4,8,0,0,0,7,11,0,0,14,6,0,10,9,12,0,13,2,0,3,1,0,0,5
1064_1,10,12,0,13,0,7,5,0,19,6,3,14,18,16,9,17,8,1,20,15,2,0,11,4
1065_1,18,8,0,13,0,9,3,0,17,6,14,16,7,15,1,0,10,2,0,12,4,0,11,5
1066_1,18,4,0,2,0,8,12,0,17,1,14,19,7,10,5,16,9,15,20,11,6,0,3,13
1067_1,12,7,0,6,0,17,3,0,20,15,1,8,4,13,16,18,11,2,19,10,9,0,14,5
1069_1,11,16,0,7,0,15,4,0,18,6,10,8,3,12,5,19,20,2,17,14,1,0,13,9
1071_1,13,12,0,20,0,11,5,0,16,6,3,19,2,17,10,14,9,1,15,7,4,0,18,8
1072_1,11,16,0,6,0,10,4,0,19,12,2,13,5,14,9,20,7,3,18,15,1,0,17,8
1073_1,13,14,0,5,0,11,6,0,17,4,8,7,3,16,10,18,9,2,0,15,1,0,19,12
1074_1,8,17,0,7,0,9,18,0,19,3,6,12,20,15,14,13,10,2,16,5,4,0,11,1
1075_1,10,12,0,5,0,7,11,0,18,4,9,16,13,17,8,0,6,3,0,1,14,0,15,2
1076_1,1,9,0,18,0,10,5,0,11,8,15,13,7,16,12,14,19,2,0,4,3,0,17,6
1079_1,12,14,0,3,0,15,10,0,18,5,20,11,8,13,6,7,9,2,16,4,19,0,17,1
107_1,10,1,0,7,0,15,3,0,8,9,19,16,5,2,4,18,13,6,0,14,11,0,17,12
1081_1,6,18,0,5,0,10,11,0,20,4,16,9,12,8,17,19,13,3,14,1,7,0,15,2
1082_1,18,17,0,6,0,3,14,0,20,2,5,19,10,15,13,8,7,1,9,11,4,0,12,16
1084_1,12,11,0,4,0,17,10,0,16,3,6,14,9,18,19,7,5,1,15,20,8,0,13,2
1085_1,16,10,0,5,0,6,7,0,18,14,12,20,8,11,17,15,9,2,19,4,3,0,13,1
1086_1,19,14,0,1,0,7,4,0,18,2,10,15,11,16,13,12,6,8,17,9,5,0,20,3
1087_1,12,17,0,18,0,5,7,0,14,9,1,13,10,2,8,0,16,11,0,6,4,0,15,3
1088_1,12,8,0,6,0,13,7,0,19,3,20,11,16,17,18,10,9,1,14,5,4,0,15,2
108_1,3,1,0,17,0,5,15,0,4,2,8,19,7,14,11,12,10,16,13,18,6,0,9,20
1091_1,7,11,0,17,0,6,5,0,18,3,12,10,13,8,16,14,15,9,19,1,4,0,20,2
1092_1,2,18,0,15,0,6,7,0,10,4,12,17,8,16,14,0,11,1,0,3,5,0,9,13
1093_1,9,7,0,11,0,12,4,0,14,18,19,17,13,6,10,16,3,1,0,5,2,0,15,8
1094_1,16,15,0,4,0,7,10,0,20,5,18,11,13,14,8,17,9,1,12,3,2,0,19,6
1095_1,5,6,0,16,0,15,18,0,10,12,7,13,11,8,3,0,9,14,0,4,2,0,17,1
1098_1,2,18,0,11,0,7,6,0,17,10,1,19,8,15,20,16,9,4,13,3,5,0,14,12
1099_1,9,8,0,16,0,2,3,0,10,6,12,18,15,13,11,19,4,5,17,1,7,0,14,20
109_1,12,15,0,16,0,1,13,0,11,14,5,0,8,2,4,0,17,7,0,10,3,0,9,6
1100_1,11,8,0,10,0,5,6,0,14,15,3,13,18,9,12,19,7,4,0,17,2,0,16,1
1101_1,2,15,0,12,0,6,9,0,16,19,1,17,18,20,13,11,7,4,14,3,5,0,10,8
1104_1,6,7,0,13,0,2,8,0,19,3,1,12,14,20,16,11,17,4,15,18,5,0,9,10
1105_1,18,14,0,16,0,6,7,0,9,5,1,15,17,8,13,12,3,2,19,10,4,0,11,20
1106_1,9,13,0,10,0,3,4,0,19,5,1,17,16,6,15,7,14,11,18,12,2,0,20,8
1109_1,3,5,0,11,0,7,15,0,2,6,14,17,18,9,12,0,10,1,0,8,4,0,16,13
1110_1,16,9,0,11,0,5,10,0,7,6,18,15,19,17,14,13,12,4,0,1,3,0,8,2
111_1,4,2,0,12,0,6,20,0,16,3,10,17,14,5,11,19,1,15,18,8,9,0,7,13
112_1,9,7,0,12,0,3,16,0,15,1,2,0,5,17,11,0,6,4,0,14,8,0,10,13
113_1,2,1,0,14,0,15,6,0,18,4,8,13,7,3,16,0,9,10,0,12,5,0,17,11
114_1,13,2,0,18,0,6,10,0,17,1,11,15,4,3,9,0,5,8,0,7,12,0,16,14
115_1,4,2,0,7,0,3,19,0,10,18,15,13,20,16,5,11,1,14,17,8,12,0,6,9
117_1,2,4,0,13,0,7,9,0,16,18,12,15,6,3,8,19,1,17,20,5,14,0,10,11
118_1,6,5,0,8,0,7,10,0,18,3,15,17,1,2,12,20,4,16,19,9,14,0,13,11
119_1,7,8,0,14,0,3,15,0,0,1,9,0,5,6,11,0,13,4,0,2,10,0,0,12
