copy_id,driver1_lap_02,driver2_lap_02,driver3_lap_02,driver4_lap_02,driver5_lap_02,driver6_lap_02,driver7_lap_02,driver8_lap_02,driver9_lap_02,driver10_lap_02,driver11_lap_02,driver12_lap_02,driver13_lap_02,driver14_lap_02,driver15_lap_02,driver16_lap_02,driver17_lap_02,driver18_lap_02,driver19_lap_02,driver20_lap_02,driver21_lap_02,driver22_lap_02,driver23_lap_02,driver24_lap_02
205_1,12,17,0,18,22,14,3,0,13,16,1,19,8,5,6,10,7,9,21,11,4,20,15,2
207_1,17,14,0,6,0,16,12,0,11,5,1,0,3,9,7,0,4,13,0,10,2,0,8,15
208_1,14,5,0,15,21,16,19,0,7,12,1,18,10,9,2,4,20,6,17,13,8,0,11,3
209_1,16,13,0,6,0,5,8,0,7,10,2,17,1,20,3,18,4,12,14,9,15,0,19,11
20_1,16,14,0,6,12,5,19,0,8,2,13,20,4,7,18,15,10,3,11,9,17,0,21,1
210_1,10,7,0,5,20,8,14,0,18,16,6,15,2,12,1,19,11,3,13,4,9,0,21,17
211_1,11,10,0,13,0,2,17,0,18,14,6,16,1,4,8,0,9,7,0,3,15,0,12,5
212_1,12,4,0,19,20,22,10,0,11,6,1,14,18,9,2,21,15,13,8,16,3,17,7,5
214_1,3,9,0,18,20,8,21,0,13,2,1,22,5,12,10,11,16,4,14,15,6,19,17,7
215_1,4,7,0,15,0,13,16,0,12,20,2,11,6,10,9,14,8,1,18,17,3,0,5,19
216_1,10,13,0,12,0,2,15,0,18,4,17,14,3,8,6,0,16,5,0,9,7,0,1,11
217_1,4,3,0,20,17,11,18,0,2,16,5,15,14,13,1,22,9,6,10,12,7,21,8,19
218_1,5,15,0,7,18,22,17,0,8,20,1,14,21,4,3,16,2,6,13,11,9,12,10,19
219_1,6,9,0,19,21,12,16,0,14,20,5,17,11,4,7,13,1,2,8,15,3,18,10,22
21_1,10,20,0,9,0,7,16,0,13,5,18,19,6,11,14,15,17,1,12,3,4,0,8,2
220_1,19,10,0,8,0,1,13,0,4,18,3,20,9,12,6,17,11,5,14,2,7,0,16,15
222_1,4,2,0,17,21,10,20,0,13,19,15,18,3,12,1,11,7,5,6,14,9,0,8,16
223_1,4,7,0,12,22,16,17,0,6,19,13,18,1,10,3,8,11,2,9,15,5,21,14,20
224_1,10,6,0,16,0,13,2,0,14,5,8,15,1,7,12,0,4,11,0,3,18,0,9,17
226_1,17,16,0,20,12,6,14,0,22,10,7,4,15,2,11,13,8,3,18,9,5,21,1,19
227_1,13,15,0,16,0,17,5,0,19,9,8,14,1,3,12,7,6,11,0,4,2,0,18,10
228_1,5,13,0,20,9,19,12,0,17,7,11,4,21,6,15,16,8,10,18,2,1,0,3,14
229_1,1,14,0,13,0,7,3,0,0,16,10,0,2,12,4,0,9,8,0,5,6,0,11,15
22_1,10,1,0,6,0,8,18,0,17,14,5,13,7,9,15,0,16,3,0,4,2,0,12,11
230_1,4,3,0,0,0,5,9,0,0,10,12,0,11,1,2,0,7,14,0,8,6,0,0,13
231_1,14,13,0,1,20,16,17,0,5,3,7,19,2,8,12,21,4,10,6,15,9,0,18,11
232_1,8,14,0,1,19,18,17,0,5,15,11,13,10,9,12,20,3,2,6,4,7,0,21,16
233_1,17,3,0,5,0,18,12,0,8,2,11,16,1,6,15,20,7,13,9,4,10,0,19,14
234_1,14,13,0,1,0,9,17,0,16,8,2,10,12,4,11,0,15,7,0,6,5,0,18,3
235_1,4,8,0,13,0,10,6,0,12,5,15,17,14,1,11,0,7,3,0,2,9,0,18,16
236_1,14,4,0,15,0,16,11,0,0,10,9,0,12,2,7,0,13,5,0,1,3,0,8,6
238_1,16,12,0,17,0,9,1,0,18,6,14,20,13,3,15,10,8,2,19,4,7,0,5,11
239_1,11,12,0,2,0,8,17,0,16,3,13,7,10,4,9,0,15,5,0,6,18,0,14,1
23_1,1,16,0,15,0,9,7,0,20,4,14,17,19,6,11,18,8,3,13,5,2,0,10,12
24_1,6,15,0,16,0,9,13,0,20,2,18,19,7,4,10,17,14,3,8,5,1,0,11,12
25_1,2,8,0,18,0,13,3,0,20,5,15,12,9,19,14,16,6,1,17,4,10,0,7,11
26_1,17,6,0,18,0,4,11,0,15,8,13,10,1,16,14,0,9,3,0,5,2,0,12,7
27_1,2,18,0,20,0,11,5,0,13,4,12,8,3,15,17,19,10,7,16,6,1,0,9,14
28_1,1,10,0,20,0,12,9,0,14,5,16,15,3,17,18,19,4,7,13,6,2,0,8,11
2_1,17,2,0,11,0,9,3,0,5,13,6,18,14,1,15,0,12,8,0,4,10,0,16,7
30_1,3,8,0,18,0,9,14,0,17,7,5,12,11,13,19,20,10,1,15,4,2,0,6,16
31_1,5,16,0,17,0,9,6,0,18,10,20,1,2,4,19,11,8,13,15,7,14,0,3,12
32_1,1,18,0,19,0,8,9,0,14,4,16,5,7,10,11,20,6,3,17,12,2,0,13,15
337_1,1,8,23,6,11,4,9,0,16,21,3,15,18,2,19,12,7,22,13,17,5,20,14,10
338_1,9,1,0,11,0,5,20,0,10,3,2,19,4,18,17,14,6,8,16,15,7,0,13,12
339_1,1,16,22,6,20,3,8,0,11,5,14,10,4,15,19,7,2,18,9,21,12,23,13,17
33_1,7,9,0,15,0,14,12,0,11,1,6,16,3,17,19,13,8,5,0,2,18,0,10,4
