copy_id,driver1_y,driver2_y,driver3_y,driver4_y,driver5_y,driver6_y,driver7_y,driver8_y,driver9_y,driver10_y,driver11_y,driver12_y,driver13_y,driver14_y,driver15_y,driver16_y,driver17_y,driver18_y,driver19_y,driver20_y,driver21_y,driver22_y,driver23_y,driver24_y
59_1,4,6,25,13,14,25,10,25,5,25,3,2,25,1,9,25,11,17,15,25,7,16,12,8
60_1,13,10,25,6,25,9,2,25,16,25,12,8,17,1,5,18,4,11,25,3,7,25,14,15
61_1,25,25,25,2,25,1,10,25,11,9,6,14,5,3,8,25,4,12,25,15,7,25,25,13
62_1,25,1,25,25,25,5,25,25,25,8,6,25,4,2,3,25,25,25,25,7,9,25,25,25
63_1,4,25,25,15,7,14,10,25,12,25,25,25,3,2,9,11,6,25,16,5,8,25,1,13
64_1,9,25,25,25,25,5,12,25,8,4,7,25,2,3,11,25,6,25,25,25,25,25,1,10
65_1,4,25,25,11,25,25,25,25,8,12,7,9,25,25,13,2,1,5,25,25,3,25,10,6
68_1,3,4,25,10,5,11,25,25,15,25,25,16,13,2,25,1,8,9,25,25,7,12,14,6
69_1,3,4,25,14,11,10,7,25,25,6,2,17,9,1,15,25,25,25,16,5,8,13,18,12
6_1,4,25,25,5,25,11,14,25,25,25,8,9,25,6,15,2,10,3,25,7,12,25,1,13
71_1,12,2,25,6,25,3,25,25,16,11,9,13,10,8,4,15,1,5,17,14,25,25,7,25
72_1,7,13,25,12,25,1,8,25,11,25,25,25,6,9,2,25,5,25,25,10,3,25,25,4
74_1,8,9,25,2,25,1,25,25,4,25,5,12,10,25,11,25,25,7,25,25,6,25,13,3
75_1,25,25,25,12,25,2,7,25,13,9,6,25,8,1,3,25,4,5,25,11,10,25,25,25
76_1,14,25,25,13,25,4,5,25,25,8,3,25,25,1,10,25,6,12,25,9,2,25,11,7
77_1,9,25,25,7,25,1,5,25,13,6,8,16,14,11,4,18,3,10,25,12,2,25,15,17
78_1,6,3,25,25,25,25,2,25,10,25,25,9,4,1,7,25,25,5,25,25,25,25,8,11
79_1,25,25,25,25,25,5,25,25,25,25,25,25,4,1,6,25,25,25,25,3,2,25,25,25
7_1,6,16,25,2,25,11,17,25,3,7,18,25,14,5,12,15,8,9,25,10,13,25,1,4
80_1,7,9,25,25,25,1,3,25,8,4,5,15,25,2,10,25,6,12,25,11,14,25,13,25
81_1,8,7,25,1,25,2,6,25,17,5,9,14,10,3,13,25,4,11,19,16,12,25,15,18
82_1,6,10,25,2,25,1,5,25,17,3,14,15,8,25,7,18,4,25,16,12,11,25,9,13
83_1,25,3,25,13,25,11,25,25,25,9,7,12,14,1,4,25,10,5,25,8,6,25,25,2
841_1,1,6,25,8,25,12,25,25,25,9,7,3,25,25,25,25,5,13,10,4,2,14,11,25
842_1,1,2,25,9,25,3,25,25,13,11,5,14,15,12,16,7,4,25,17,6,8,10,25,25
843_1,2,4,17,8,18,12,22,20,14,15,6,25,16,5,21,10,3,19,9,7,1,11,23,13
845_1,1,3,9,6,15,8,25,20,14,13,25,16,25,7,19,10,4,18,11,5,2,12,21,17
846_1,1,3,15,25,18,8,16,25,10,7,25,25,14,11,25,5,4,13,25,2,6,12,17,9
847_1,9,2,15,12,25,11,4,25,10,3,17,8,16,25,6,7,1,25,5,25,25,18,14,13
848_1,1,6,11,17,18,10,23,22,13,9,5,8,19,7,21,16,3,20,15,2,4,14,24,12
849_1,13,2,19,25,7,8,9,25,25,3,25,12,16,6,5,14,25,11,15,1,4,17,10,18
84_1,12,10,25,3,25,2,25,25,15,5,6,11,25,1,7,13,4,25,14,9,25,25,8,25
850_1,25,4,18,15,13,25,8,19,9,3,5,10,16,7,17,20,25,6,14,2,1,11,12,25
851_1,2,1,19,25,7,25,20,18,10,14,6,11,25,9,17,12,5,25,16,3,4,15,8,13
853_1,10,5,25,9,25,3,25,25,8,1,25,25,6,13,14,25,12,2,25,15,4,25,11,7
854_1,13,1,18,12,6,7,25,19,14,3,25,17,25,4,9,15,2,8,11,16,5,10,21,20
857_1,5,15,25,8,16,6,25,25,12,2,9,25,25,3,19,13,1,4,10,14,7,18,11,17
858_1,20,12,25,15,11,6,25,25,13,4,18,16,19,2,5,14,3,8,9,17,1,25,10,7
859_1,14,2,19,12,8,7,15,20,9,1,18,10,25,4,5,17,3,6,25,16,25,13,11,25
860_1,6,25,25,13,25,12,16,25,8,1,25,9,7,5,14,11,2,4,15,25,3,25,10,25
865_1,15,25,25,10,25,2,25,25,11,16,6,25,9,3,14,12,4,1,25,13,5,25,7,8
866_1,25,25,15,9,3,6,2,20,19,16,10,17,8,5,21,13,4,7,11,18,1,14,12,25
867_1,18,17,15,5,11,6,25,25,10,25,4,12,2,1,16,7,3,8,9,14,19,25,13,25
868_1,20,7,25,11,14,15,6,25,9,10,4,16,5,2,18,25,3,1,13,17,8,19,12,21
869_1,21,7,14,4,6,10,18,20,16,2,12,17,3,1,22,15,5,8,11,19,25,13,9,23
870_1,22,25,16,18,14,10,3,20,19,6,9,7,2,5,21,13,4,8,12,17,1,15,11,25
871_1,13,25,25,12,25,17,14,25,9,7,1,8,5,3,6,16,18,2,25,15,11,25,10,4
872_1,18,6,25,21,13,7,9,16,10,25,4,11,5,3,17,8,22,20,2,14,1,12,15,19
873_1,17,25,25,13,10,5,7,16,19,2,8,18,6,3,12,25,1,11,4,15,25,9,14,25
877_1,25,17,25,8,25,2,16,25,9,3,25,15,14,13,7,10,11,4,12,1,25,25,5,6
878_1,21,16,25,14,11,13,7,20,17,5,4,10,6,3,19,9,2,25,15,18,1,12,8,22
879_1,17,7,25,5,25,15,9,25,19,1,3,13,10,2,16,8,6,4,12,14,25,25,11,18
87_1,4,14,25,25,25,2,9,25,25,6,7,15,13,10,25,25,8,5,25,11,3,25,12,1
880_1,8,25,25,12,15,25,25,25,17,3,6,13,4,2,7,14,10,9,18,1,5,25,16,11
881_1,25,25,25,10,13,4,18,25,16,6,17,12,25,7,2,11,8,1,15,5,3,25,14,9
882_1,8,14,25,12,25,25,7,25,17,9,5,13,6,1,25,18,10,4,15,2,3,25,16,11
883_1,11,12,25,16,21,9,6,25,17,1,7,20,15,8,13,18,3,10,14,2,5,19,25,4
884_1,14,15,25,10,21,6,9,25,17,4,5,19,3,1,13,11,22,8,16,2,12,18,20,7
885_1,25,11,25,25,25,1,16,25,14,2,3,13,25,7,5,12,25,6,15,10,4,25,8,9
886_1,16,25,25,15,25,5,11,25,18,1,4,19,8,2,10,20,13,12,14,9,3,17,6,7
888_1,11,15,25,25,25,9,12,25,19,3,6,14,13,4,7,16,10,1,18,2,5,25,17,8
88_1,16,8,25,13,25,1,9,25,14,2,4,15,6,25,25,25,11,5,25,10,3,25,12,7
890_1,10,11,25,13,14,19,9,25,15,3,4,17,8,5,25,25,6,7,25,2,1,16,12,18
891_1,17,13,25,10,16,4,11,25,25,1,5,19,7,2,9,14,8,6,15,25,3,18,12,25
892_1,14,5,25,25,19,6,7,25,20,1,3,13,4,2,16,15,8,10,18,11,9,25,17,12
893_1,11,9,25,25,16,4,8,25,19,1,15,17,6,2,10,12,25,7,13,3,5,18,14,20
894_1,13,4,25,19,15,7,10,25,14,1,25,17,9,6,20,11,3,8,12,2,5,16,18,25
895_1,11,16,25,12,25,4,13,25,19,3,9,7,14,5,2,17,6,1,25,10,8,25,18,15
896_1,12,19,25,10,18,2,5,25,25,1,25,17,4,11,9,15,3,14,16,7,6,25,13,8
898_1,16,17,25,12,18,9,11,25,21,2,10,14,13,5,3,8,6,1,19,15,4,25,20,7
899_1,11,16,25,15,17,5,10,25,19,1,2,12,7,3,13,25,8,4,18,14,9,25,25,6
89_1,16,3,25,5,25,2,25,25,10,4,7,14,9,25,15,25,12,8,13,6,1,25,11,25
8_1,4,12,25,2,25,15,17,25,1,13,25,10,25,5,11,3,9,8,18,14,16,25,6,7
900_1,13,8,25,25,25,4,5,25,9,10,6,25,3,7,25,25,25,25,25,11,1,25,2,12
902_1,14,5,25,25,11,2,4,25,25,12,17,8,7,9,25,16,15,6,25,10,1,25,13,3
903_1,9,14,25,19,20,2,12,25,7,18,5,17,15,3,11,13,6,25,10,8,1,25,16,4
904_1,15,10,25,25,14,2,3,25,16,8,11,5,13,6,17,18,25,4,12,7,1,20,19,9
905_1,25,3,25,25,25,1,25,25,10,13,6,25,7,4,25,11,5,8,25,12,2,25,9,14
906_1,25,5,25,8,25,2,1,25,7,25,4,9,12,6,13,25,25,3,25,10,25,25,14,11
907_1,12,9,25,25,25,1,8,25,19,14,11,3,4,5,13,15,16,25,7,10,2,18,17,6
908_1,3,11,25,25,25,25,16,25,14,8,12,7,4,6,5,9,17,15,25,13,1,25,2,10
909_1,10,12,25,17,18,1,13,25,2,16,4,15,25,5,8,9,7,25,25,11,3,25,14,6
910_1,13,25,25,9,14,4,1,25,25,25,10,8,5,2,11,15,25,7,12,6,3,25,16,25
911_1,1,8,25,15,25,2,16,25,18,25,6,12,13,7,14,9,10,5,17,4,25,25,3,11
913_1,7,12,25,17,15,25,6,25,11,13,25,16,5,4,25,10,9,2,14,8,1,25,25,3
914_1,10,16,25,18,17,2,9,25,6,19,3,20,21,12,5,14,8,15,11,7,1,25,13,4
916_1,10,3,25,8,25,2,5,25,25,25,7,25,4,6,12,25,9,11,25,13,1,25,15,14
917_1,15,12,25,14,25,1,13,25,9,17,4,11,3,6,16,25,8,5,25,7,2,25,10,25
918_1,25,6,25,12,25,14,4,25,3,13,5,11,2,9,16,25,25,8,17,10,1,25,15,7
926_1,5,25,25,25,25,2,25,25,25,6,7,25,11,25,3,25,8,10,25,4,1,25,25,9
927_1,10,13,25,7,25,3,9,25,8,14,1,15,6,25,25,25,25,11,25,4,2,25,12,5
928_1,9,11,25,10,25,2,25,25,17,25,3,8,5,12,14,13,25,7,16,4,1,25,15,6
930_1,7,13,25,14,25,1,10,25,11,15,3,12,6,25,16,9,25,8,18,5,2,25,17,4
932_1,13,11,25,14,25,2,9,25,15,8,5,16,6,25,25,12,7,10,25,4,1,25,17,3
933_1,12,5,25,11,25,1,8,25,14,9,6,25,4,3,25,25,10,7,25,25,2,25,25,13
936_1,3,25,25,10,25,8,2,25,4,25,1,11,12,5,9,25,14,7,15,25,6,25,16,13
937_1,4,9,25,8,25,2,16,25,25,5,12,15,6,13,14,25,25,3,25,7,1,25,11,10
938_1,10,4,25,12,25,17,15,25,11,6,2,16,3,18,14,25,8,7,25,5,1,25,13,9
939_1,2,7,25,11,25,4,6,25,8,25,1,10,25,25,25,9,12,13,14,3,25,25,15,5
93_1,7,6,25,14,25,4,3,25,11,2,5,25,10,8,12,15,9,13,25,16,25,25,25,1
942_1,10,5,25,4,25,2,25,25,7,25,3,12,25,11,6,25,8,25,25,25,1,25,9,25
943_1,3,5,25,16,25,1,12,25,25,11,10,13,14,25,25,15,8,7,25,6,2,25,9,4
944_1,11,12,25,16,25,1,7,25,9,6,3,13,25,15,14,18,10,8,25,4,2,25,17,5
945_1,13,6,25,18,25,1,14,25,15,7,4,11,8,17,12,19,5,9,25,3,2,25,16,10
948_1,25,4,25,25,25,1,12,25,15,7,3,9,5,25,14,11,13,6,16,25,2,25,10,8
949_1,7,11,25,14,25,1,6,25,13,25,16,17,5,2,15,10,9,4,25,8,3,25,25,12
94_1,6,2,25,25,25,4,25,25,25,8,3,25,9,11,10,25,7,12,25,5,25,25,13,1
950_1,14,4,25,3,18,1,17,25,8,15,2,20,6,12,13,9,11,19,22,5,7,21,16,10
952_1,14,5,25,1,25,2,12,25,6,4,25,13,3,8,25,16,11,7,17,9,25,25,15,10
954_1,13,7,25,12,17,5,16,25,4,8,2,18,25,11,25,9,10,14,25,6,1,19,15,3
955_1,16,7,25,17,18,1,14,25,12,9,2,25,10,25,11,15,3,13,25,4,5,25,8,6
956_1,11,5,25,15,16,4,14,25,13,19,25,8,20,18,6,12,17,7,10,3,1,25,2,9
957_1,16,4,25,10,25,3,17,25,2,7,9,15,11,13,12,8,6,25,25,5,1,25,25,14
958_1,13,3,25,16,19,2,15,25,5,10,4,17,18,7,25,8,11,14,12,6,1,21,20,9
959_1,11,2,25,15,17,4,16,25,3,7,5,25,25,12,8,14,10,13,19,6,1,20,18,9
95_1,6,4,25,25,25,25,25,25,25,10,2,25,1,25,25,25,25,3,25,5,7,25,9,8
960_1,8,12,25,17,25,1,11,25,16,5,13,25,10,7,6,25,2,4,25,9,3,25,15,14
961_1,13,5,25,25,25,1,17,25,7,10,3,15,9,14,12,25,8,11,18,4,2,25,16,6
962_1,10,25,25,6,25,1,17,25,14,2,5,15,12,7,25,16,11,8,18,4,3,25,13,9
963_1,25,5,25,2,25,3,12,25,11,1,8,10,13,7,9,15,25,6,16,4,25,25,25,14
964_1,20,6,25,13,22,1,14,25,2,8,4,19,9,16,18,17,7,11,12,5,3,21,15,10
965_1,16,25,25,14,18,2,11,25,15,8,4,6,7,5,9,13,3,10,17,25,1,25,25,12
966_1,19,3,25,18,21,2,17,25,4,7,5,15,9,13,12,16,10,20,14,6,1,25,11,8
967_1,11,25,25,25,12,2,13,25,9,4,5,6,25,10,16,25,8,7,15,25,1,25,3,14
968_1,12,5,25,4,25,2,15,25,25,7,3,17,9,10,25,14,8,11,13,6,1,25,16,25
969_1,9,25,25,8,25,25,5,25,13,25,11,10,1,4,25,25,3,7,12,6,2,25,25,25
96_1,1,2,25,11,25,5,12,25,14,3,4,15,9,25,25,25,6,7,25,25,10,25,13,8
970_1,25,8,25,7,25,25,3,25,25,4,12,10,2,5,11,25,6,9,25,14,1,25,13,15
971_1,12,25,25,25,25,14,25,25,11,5,9,10,1,4,8,25,3,7,25,6,2,25,13,25
973_1,11,9,25,8,25,12,15,25,5,25,4,16,10,13,6,25,14,3,25,2,1,25,25,7
974_1,14,10,25,6,25,2,5,25,25,3,25,25,1,9,8,12,4,13,15,25,7,25,11,25
976_1,25,7,25,8,25,9,25,25,12,1,25,6,4,14,13,3,2,25,25,25,5,25,10,11
977_1,15,16,25,14,25,5,11,25,8,1,7,10,6,9,13,25,25,3,25,2,4,25,12,25
979_1,16,11,25,12,25,6,7,25,10,3,25,9,25,2,17,14,13,8,25,1,4,25,15,5
97_1,1,25,25,25,25,25,9,25,25,4,6,10,25,5,25,25,2,3,25,7,8,25,25,25
980_1,12,15,25,13,25,25,10,25,9,3,6,11,2,4,7,25,5,17,25,8,1,25,14,16
981_1,12,11,25,14,25,17,10,25,16,4,13,25,3,5,15,6,2,9,7,8,1,25,25,18
982_1,4,25,25,7,25,25,12,25,8,25,2,25,25,11,5,25,25,3,25,9,1,25,10,6
983_1,1,18,25,17,25,11,15,25,10,5,6,8,13,9,16,14,12,3,25,4,2,25,7,25
984_1,12,2,25,6,25,11,14,25,13,4,7,25,9,5,25,25,8,3,25,10,1,25,25,15
985_1,15,10,25,12,25,25,7,25,11,5,8,13,2,3,14,25,16,25,25,9,1,25,6,4
986_1,1,25,25,12,25,10,14,25,6,2,25,13,4,3,15,25,8,7,25,11,9,25,5,25
987_1,5,13,25,16,25,8,14,25,25,6,10,25,1,3,15,25,2,9,25,7,4,25,12,11
988_1,17,13,25,14,25,9,25,25,8,25,6,18,3,4,11,16,1,7,15,10,2,25,12,5
98_1,1,25,25,5,25,25,25,25,25,9,25,25,7,6,4,25,2,25,25,3,25,25,8,25
990_1,8,11,25,4,25,7,14,25,12,5,16,15,13,25,6,25,9,2,25,1,3,25,17,10
991_1,5,16,25,11,25,7,13,25,18,2,12,20,17,3,6,19,10,1,15,8,4,25,14,9
993_1,25,7,25,12,25,8,11,25,14,13,2,25,9,25,5,25,3,6,25,4,1,25,10,25
994_1,9,11,25,6,25,25,14,25,7,5,12,25,15,4,8,25,13,1,16,2,3,25,17,10
995_1,3,15,25,9,25,25,16,25,10,2,14,17,12,6,7,25,13,4,25,1,5,25,11,8
996_1,2,13,25,17,25,16,12,25,10,7,25,15,11,3,9,25,6,4,25,5,1,25,14,8
997_1,1,10,25,6,25,8,15,25,11,25,7,25,4,2,25,9,5,25,13,3,25,25,14,12
999_1,4,9,25,8,25,16,13,25,14,2,7,10,6,3,5,15,11,25,25,25,1,25,25,12
99_1,1,3,25,14,25,2,11,25,17,5,4,18,13,7,6,25,12,9,10,25,16,25,15,8
